Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Common RMS calculation function for Factory Common,CTET-4411,81025,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:56 PM,12/Aug/24 9:42 AM,14/Aug/24 8:48 AM,,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4477de4b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2983,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06z8j:i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78274,24-Q2-KR8.1: Determine The Effectiveness of the SDS Impedance Tester,To Do,07/Aug/24 12:56 PM
Determine requirements for adding thermal chamber probes,CTET-4410,81023,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:27 PM,08/Aug/24 4:48 PM,14/Aug/24 8:48 AM,08/Aug/24 4:48 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63c33e06,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076cx:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_1864_*|*_10000_*:*_2_*:*_102033089_*|*_10001_*:*_1_*:*_0,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,08/Aug/24 4:48 PM
Trial new Penguin2 Provisioning & EPPROM programming on Reno Flash Station,CTET-4409,81022,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:26 PM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6856ccbd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2996,24-Q2-KR1.3: Update Penguin Provisioning,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076cp:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78297,24-Q2-KR1.3: Update Penguin Provisioning,In Progress,08/Aug/24 4:48 PM
Intern Day Presentation,CTET-4408,81021,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:26 PM,08/Aug/24 4:48 PM,14/Aug/24 8:48 AM,08/Aug/24 4:48 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47ce56c8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ch:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_80738196_*|*_10000_*:*_1_*:*_21370153_*|*_10001_*:*_1_*:*_0,,,,,Done,08/Aug/24 4:48 PM
Setup Reno Flash Station,CTET-4407,81020,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,Chris Zamora,712020:4699bb68-5508-46dc-b636-cb217bf4188c,07/Aug/24 12:26 PM,07/Aug/24 6:22 PM,14/Aug/24 8:48 AM,07/Aug/24 6:22 PM,,0,,,,,Chris Zamora,,712020:4699bb68-5508-46dc-b636-cb217bf4188c,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d4575f8,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i076c9:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_20451166_*|*_10000_*:*_1_*:*_917743_*|*_10001_*:*_1_*:*_0,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,Done,07/Aug/24 6:22 PM
assemble ducting for thermal tester #2,CTET-4406,81015,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 11:03 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@70ab6834,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076bd:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",In Progress,12/Aug/24 3:31 PM
assemble #2 burn in tester ,CTET-4405,81014,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 11:02 AM,13/Aug/24 3:34 PM,14/Aug/24 8:48 AM,13/Aug/24 3:34 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5db78c56,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076b5:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_95469910_*|*_10000_*:*_1_*:*_439252266_*|*_10001_*:*_1_*:*_0,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,13/Aug/24 3:34 PM
cut thermal foam #2,CTET-4404,81013,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 10:59 AM,12/Aug/24 3:31 PM,14/Aug/24 8:48 AM,12/Aug/24 3:31 PM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2171c8cf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ax:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_28972260_*|*_10000_*:*_1_*:*_419359871_*|*_10001_*:*_1_*:*_0,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,12/Aug/24 3:31 PM
cut frame for thermal burn #2 ,CTET-4403,81011,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,07/Aug/24 10:54 AM,12/Aug/24 8:46 AM,14/Aug/24 8:48 AM,12/Aug/24 8:46 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22a30253,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3497,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076ah:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_242436462_*|*_10000_*:*_1_*:*_181857733_*|*_10001_*:*_1_*:*_0,,,79395,"24-Q2-KR3.5: Design, build & commission thermal burn in tester (inverter)",Done,12/Aug/24 8:46 AM
Update Snipe on-hand quantaties,CTET-4402,81003,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,07/Aug/24 7:22 AM,08/Aug/24 7:24 AM,14/Aug/24 8:48 AM,,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42b60ba1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzhan:y99006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,68003,Lab Buildout,To Do,07/Aug/24 7:22 AM
Prep/Scope for next Voltron Build,CTET-4401,81002,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,07/Aug/24 7:20 AM,09/Aug/24 6:35 AM,14/Aug/24 8:48 AM,09/Aug/24 6:35 AM,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3af54450,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0756n:y,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_76859032_*|*_10000_*:*_1_*:*_93238686_*|*_10001_*:*_1_*:*_0,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,09/Aug/24 6:35 AM
Rebuild cabinets after 4 bay cabinet separated,CTET-4400,81001,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,07/Aug/24 7:20 AM,13/Aug/24 6:46 AM,14/Aug/24 8:48 AM,,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@48ecbbac,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzhan:y99003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,68003,Lab Buildout,To Do,07/Aug/24 7:20 AM
Tear down of Automated Compliance Tester,CTET-4399,81000,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,Austin Roberts,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,07/Aug/24 7:17 AM,13/Aug/24 6:46 AM,14/Aug/24 8:48 AM,,,0,,,,,Austin Roberts,,712020:0cd5a597-b525-4e90-900c-0d9acb2763cf,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@525d76f3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzhan:y99001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,68003,Lab Buildout,To Do,07/Aug/24 7:17 AM
Create test using different module configurations,CTET-4397,80998,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,07/Aug/24 6:24 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b92f4ea,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07533:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,To Do,07/Aug/24 6:24 AM
Debug R2 BMU in TC-16,CTET-4394,80995,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,07/Aug/24 6:22 AM,13/Aug/24 7:45 AM,14/Aug/24 8:48 AM,12/Aug/24 2:05 PM,,0,,,"Battery negative line is seeing an overvoltage alarm on start up. 



!image-20240807-151804.png|width=1599,height=834,alt=""image-20240807-151804.png""!

Battery voltage is driven up to rebus. possible hardware issue.",,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,07/Aug/24 8:18 AM;ug:2668c83c-e528-408a-9a1d-2b375e3940a8;image-20240807-151804.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51488,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5e4c2845,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07531:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_22341829_*|*_10000_*:*_1_*:*_437405049_*|*_10001_*:*_1_*:*_0,"07/Aug/24 8:19 AM;712020:6db8ec7c-44cf-4e10-b192-736802f9538b;I used the danger commands to close connect fets on rebus and battery. I did a continuity check on REbus [-] to Battery [-] and REbus [+] to Battery [+]. If there was continuity that means a fet could be shorted. I had continuity between Rebus [-] and Battery [-] and some of the alarms I was seeing was overvoltage on BattNegative which supports the [-] line having a shorted fet.

We need to take this apart and check the BIP board, fets Q1,Q2 (Q1 and 2 are on [+] line but make sure not shorted), Q3, Q4, Q5 and Q6.

 ",13/Aug/24 7:45 AM;712020:6db8ec7c-44cf-4e10-b192-736802f9538b;I had two bad battery modules ,,,Done,12/Aug/24 2:05 PM
BMU - serial to can - prep - add uds logics,CTET-4392,80988,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,06/Aug/24 1:15 PM,12/Aug/24 5:06 PM,14/Aug/24 8:48 AM,09/Aug/24 9:29 AM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7138128c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i07689:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,6.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_245623398_*|*_10001_*:*_1_*:*_0,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Aug/24 9:29 AM
BMU code commit to github,CTET-4391,80987,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,06/Aug/24 1:15 PM,12/Aug/24 12:15 PM,14/Aug/24 8:48 AM,09/Aug/24 9:29 AM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d652988,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i07681:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_245630066_*|*_10001_*:*_1_*:*_0,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Aug/24 9:29 AM
BMU code - set dcb emulator and zelos while boot up,CTET-4390,80972,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,06/Aug/24 9:52 AM,14/Aug/24 8:47 AM,14/Aug/24 8:48 AM,,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6950ac37,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i076zj:,,,,,,,,,,,,,,,,,,,,,CTET 80724,CTET 81424,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,06/Aug/24 9:52 AM
BMU code change - add bmu030,CTET-4389,80971,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,06/Aug/24 9:51 AM,12/Aug/24 12:15 PM,14/Aug/24 8:48 AM,09/Aug/24 9:29 AM,,0,,,,,Zeren Zhang,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10084018,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i0764h:,,,,,,,,,,,,,,,,,,,,,CTET 80724,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_257836950_*|*_10001_*:*_1_*:*_0,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Aug/24 9:29 AM
