Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (CTET custom link),Outward issue link (CTET custom link),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Install Transformer on Cabinet,CTET-3308,79182,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:43 AM,09/Jul/24 7:52 AM,09/Jul/24 3:47 PM,08/Jul/24 7:55 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3344,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3449b7e4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zxt:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1728741313,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 7:52 AM
Install Warning Lights on Cabinet,CTET-3307,79181,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:42 AM,08/Jul/24 4:00 PM,09/Jul/24 3:47 PM,08/Jul/24 10:20 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3343,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4776320b,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zxl:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1737481713,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 4:00 PM
Install Bulkheads on Cabinet,CTET-3306,79180,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:42 AM,09/Jul/24 1:54 PM,09/Jul/24 3:47 PM,09/Jul/24 1:54 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3342,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@57ab3804,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zxd:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1836707376_*|*_10001_*:*_1_*:*_0,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,09/Jul/24 1:54 PM
Install E-stop on Cabinet,CTET-3305,79179,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,dan.saft,712020:7f94a73c-76ef-4e49-955f-0610691041b5,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:42 AM,05/Jul/24 10:42 AM,09/Jul/24 3:47 PM,05/Jul/24 10:42 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3341,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21117b1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zx5:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10000_*:*_1_*:*_1479594564_*|*_10001_*:*_1_*:*_0,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,05/Jul/24 10:42 AM
Install H-Vac unit on Cabinet,CTET-3304,79178,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:42 AM,05/Jul/24 9:10 AM,09/Jul/24 3:47 PM,05/Jul/24 9:09 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3340,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20d22bd,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06zwx:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1474060231,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,05/Jul/24 9:10 AM
Apply power to HV panel and functionally validate all components,CTET-3303,79177,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:37 AM,03/Jul/24 1:15 PM,09/Jul/24 3:47 PM,,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3322,CTET-3323,CTET-3339,CTET-3296,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72f20599,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,4.0,,,,,,,,,,,,,2|i06zwh:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",To Do,18/Jun/24 7:37 AM
"Wire HV Panel test and control circuits (IE: Contactor control, feedback, etc.)",CTET-3302,79176,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:37 AM,08/Jul/24 4:32 PM,09/Jul/24 3:47 PM,08/Jul/24 4:32 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3338,,,CTET-3295,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d6a8168,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i06zw9:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1760110919,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",In Progress,08/Jul/24 4:32 PM
"Wire HV Panel comms wires (IE: Ethernet, USB, etc.)",CTET-3301,79175,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:37 AM,03/Jul/24 8:55 AM,09/Jul/24 3:47 PM,03/Jul/24 8:01 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3337,,,CTET-3292,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5abceb99,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i06z48:zzzzzz,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,4.0,,,,,,10547_*:*_1_*:*_174052458_*|*_3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1123394691,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",In Progress,01/Jul/24 7:40 AM
"Wire HV Panel Instrumentation (IE: Verivolts, etc.)",CTET-3300,79174,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:37 AM,08/Jul/24 4:32 PM,09/Jul/24 3:47 PM,08/Jul/24 4:32 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3336,,,CTET-3294,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@fba1bab,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i06zw1:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1760107697,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",In Progress,08/Jul/24 4:32 PM
"Wire HV Panel power distribution (IE: HV Bus, Contactor mains, CBs, etc.)",CTET-3299,79173,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:36 AM,05/Jul/24 9:16 AM,09/Jul/24 3:47 PM,05/Jul/24 9:16 AM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3335,,,CTET-3291,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b68fb9f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i06zvt:,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1474765651,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",In Progress,05/Jul/24 9:16 AM
"Mount parts on HV Panel, including jumpers and accessories",CTET-3298,79172,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:36 AM,08/Jul/24 4:32 PM,09/Jul/24 3:47 PM,03/Jul/24 1:53 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3334,,,CTET-3290,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@31cdda3,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,2.0,,,,,,,,,,,,,2|i06z48:zzzzzk,,,,,,,,,,,,,,,CTET 070324,,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1318611263,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 4:32 PM
Kit parts on Arrival for Cabinet Build,CTET-3287,79161,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Tristen Cooley,712020:0b98aabb-1afa-4ac6-926d-3d12655352b4,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,18/Jun/24 7:25 AM,08/Jul/24 4:31 PM,09/Jul/24 3:47 PM,03/Jul/24 1:53 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,CTET-3326,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23434725,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,1.0,,,,,,,,,,,,,2|i06z48:zzzzzi,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,4.0,,,,,,3_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_1319299488,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",Done,08/Jul/24 4:31 PM
Review xnet archives from voltron xnet failure for package differences,CTET-3249,79122,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,17/Jun/24 3:41 PM,03/Jul/24 8:55 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Erich Beyer,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@53b61560,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2999,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",,,,,,0.0,,,,,,,,,,,,,2|i06ylc:r,,,,,,,,,,,,,,,CTET 62624,CTET 070324,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78300,"24-Q2-KR2.3: SDS EOL Coverage Updated based on test spec, engineering feedback, and failure Pareto",To Do,17/Jun/24 3:41 PM
Finalize Voltron CAPEX approval with Funding attached,CTET-3223,79054,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Major,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,17/Jun/24 11:27 AM,03/Jul/24 12:20 PM,26/Jun/24 1:51 PM,03/Jul/24 12:20 PM,,0,,,,,,,John Messina,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6220be18,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,0.0,,,,,,,,,,,,,2|i070dx:,,,,,,,,,,,,,,,CTET 61924,CTET 070324,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_2_*:*_668131091_*|*_3_*:*_2_*:*_539724497_*|*_10000_*:*_2_*:*_177680175,"17/Jun/24 12:10 PM;712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e;Working with Jekko to get the CAPEX submitted, apparently was missed. Routing today for approval (6/17)","17/Jun/24 12:29 PM;712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e;6000005537, 6000005538, and 6000005539 are the ION for the Voltron CapEx requests",24/Jun/24 5:26 AM;712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e;Awaiting approval from Tommy or Brian,24/Jun/24 4:24 PM;712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e;Awaiting approval from Drew or Rob,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,03/Jul/24 12:20 PM
Execute E-Stop Test on Voltron,CTET-3197,79005,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Blocker,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,17/Jun/24 10:20 AM,08/Jul/24 7:12 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62d3eb43,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,0.0,,,,,,,,,,,,,2|hzzgl5:j,,,,,,,,,,,,,,,CTET 61924,CTET 62624,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,2.0,,,,,,,"28/Jun/24 10:27 AM;712020:6db8ec7c-44cf-4e10-b192-736802f9538b;

I am blocked by the influxClient which is currently being tested and validated by Seun. influxClient replaces canClient in the factory automation framework for reading CAN and analog signals on the SW. canClient was observed to be unable to simultaneously read CAN and analog signals; it was either one or the other when scripts were executed.

 

The issue has been improved, with the only exception now being the inability to read Manta signals on the system. Manta signals are used in islanding.go to validate the test, hence why I have put this issue on hold, as I am unable to validate it.",,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,28/Jun/24 10:27 AM
Execute Islanded Test on Voltron,CTET-3196,79004,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Blocker,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,17/Jun/24 10:19 AM,08/Jul/24 7:12 AM,09/Jul/24 3:47 PM,,,0,,,,,,,Tanner Whipps,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7745bba7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,0.0,,,,,,,,,,,,,2|hzzgl5:k,,,,,,,,,,,,,,,CTET 61924,CTET 62624,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,3.0,,,,,,,"28/Jun/24 10:27 AM;712020:6db8ec7c-44cf-4e10-b192-736802f9538b;

I am blocked by the influxClient which is currently being tested and validated by Seun. influxClient replaces canClient in the factory automation framework for reading CAN and analog signals on the SW. canClient was observed to be unable to simultaneously read CAN and analog signals; it was either one or the other when scripts were executed.

 

The issue has been improved, with the only exception now being the inability to read Manta signals on the system. Manta signals are used in islanding.go to validate the test, hence why I have put this issue on hold, as I am unable to validate it.",,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,In Progress,28/Jun/24 10:27 AM
