Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Defect),Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Create CAD Model for PCBA Fixture,CTET-5154,82383,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 3:34 PM,24/Sep/24 7:08 PM,25/Sep/24 1:18 PM,,,0,Generate a CAD model for the PCBA fixture based on the mechanical layout. This model will be used for the fabrication of the fixture and should be completed within 4 weeks from design lock.,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@77d862f0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5152,PWRMicro - PCBA FCT (Develop Test Fixture),,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rif:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,82381,PWRMicro - PCBA FCT (Develop Test Fixture),To Do,10/Sep/24 3:34 PM
Design Mechanical Layout for PCBA Fixture,CTET-5153,82382,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 3:34 PM,24/Sep/24 7:08 PM,25/Sep/24 1:18 PM,,,0,"Create a detailed mechanical layout for the PCBA fixture, ensuring it includes side access for manual placement and clamping. The design should be optimized for quick and efficient testing, targeting a sub-minute operation time.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ec6ef88,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5152,PWRMicro - PCBA FCT (Develop Test Fixture),,,,,,,,,,0.0,,,,,,,,,,,,,2|i06rid:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,82381,PWRMicro - PCBA FCT (Develop Test Fixture),To Do,10/Sep/24 3:34 PM
Define NPI2/Production EOL Goals - Mechanical,CTET-5151,82380,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Critical,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,10/Sep/24 3:15 PM,20/Sep/24 3:54 PM,25/Sep/24 1:18 PM,20/Sep/24 3:54 PM,,0,"Generated by AI. Be sure to check for accuracy.

Meeting notes:

* *Test Specifications:* The team discussed finalizing test specs for various UIs from electrical, mechanical, software, and test results perspectives. They emphasized the importance of data integrity and ensuring the correct data is posted to the right database.
** *Finalizing Test Specs:* The team focused on defining minimum requirements for NPI two, clarifying that the meeting was not for writing down specs but for high-level requirements like including all available CAN signals on the UL. They discussed finalizing test specs, particularly for electrical, mechanical, software, and test results aspects, ensuring comprehensive coverage across all UIs.
** *Data Integrity Emphasis:* Emphasizing the criticality of data integrity, the team discussed the importance of posting all critical data to Clickhouse and ensuring that the right data is posted to the correct database. They also considered updates to the data as they work on various projects, highlighting the need for accuracy in data handling and integrity.
* *Data Integrity:* The team highlighted the criticality of data integrity, focusing on posting the right thing to the right database and ensuring any updates are accurately rolled out.
** 
* *Hardware Needs:* The team discussed the need for implementing tests for new Gen E fuse relays and resistors to load the E fuse at its nominal current rating and also in the overload state.
** *Implementing New Tests:* There was a detailed discussion about the need for the tech team to implement tests for the new Gen E fuse relays and resistors. The goal is to load the E fuse at its nominal current rating and also test it in an overload state, with variable sensors to monitor the voltage in both states.
** *Test Coverage Expansion:* The team expressed a desire to add coverage for the efuse test on SDS EOL, noting the current lack of coverage and the need to replicate what is being done on Manta pcba. They also discussed the rework of Mantas for NPI 1B and the workaround on the Manta pcba tester.
* *Production Testing Integration:* Alex and the team discussed integrating Penguin wireless communication tests into the DSTs for production, emphasizing the need for automated fixture stop validation for NPI, which would likely be a production goal.
** *Wireless Communication Tests:* The team discussed the integration of Penguin wireless communication tests into the DSTs for production, with a focus on ensuring that these tests are included in the production process to enhance communication capabilities.
** *Automated Fixture Validation:* There was a conversation about the need for automated fixture stop validation for NPI, with Alex confirming the feasibility of automating the fixtures for SDS, inverter, and BMU based on the work done by Dillon and John. The team agreed that automating these fixtures is an achievable goal for production.
* *Cycle Time Reduction:* The team discussed the importance of reducing cycle time for testing, with a focus on identifying tests that could be redundant or could be optimized to improve throughput and efficiency.
** *Reducing Cycle Time:* The team emphasized the need to reduce cycle time for testing, considering the removal of redundant tests and optimizing existing ones to improve throughput and efficiency. They discussed the potential impact of cycle time reduction on the overall testing process and the importance of maintaining quality while increasing speed.
** *Optimizing Test Procedures:* Discussions included considering the removal of the low power ramp test, which is not yet implemented, to avoid adding unnecessary time to the testing process. The team also considered the implications of removing or modifying tests on the overall quality and efficiency of the production line.
* *Firmware and Software Testing:* Aaron and the team discussed the need for adding manufacturing data to the firmware for better genealogy tracking and the potential integration of a high power test for the inverter to push its full power capabilities.
** *Manufacturing Data Integration:* The team discussed the integration of manufacturing data into the firmware to improve genealogy tracking. Aaron highlighted the need to update genealogy to include information on power units and other parts, ensuring that the software reflects the same unit number as the actual unit.
** *High Power Test Integration:* There was a discussion about the potential integration of a high power test for the inverter, with the goal of pushing the inverter to its full power capabilities of up to 45K Volt amps using a reactive power system. The team considered this a requirement for production and planned to involve Acadia in working on the necessary firmware.

Follow-up tasks:

* *Test Specifications:* Finalize the test specs for all UIs from electrical, mechanical, software, and test results aspects. (Team)
* *Data Integrity:* Ensure all critical data is correctly posted to Clickhouse and accessible. (Data Team)
* *Hardware Implementation:* Implement a test for the new Gen E fuse relays and resistors to load the E fuse at its nominal current rating and also in the overload state. (Scott)
* *Wireless Communication Test:* Integrate Penguin wireless communication test into the DSTS for production. (Team)
* *Automated Fixture Development:* Work on automated fixture development for SDS, ensuring it's the most complicated one to automate. (Alex)
* *Impedance Test Fixture:* Develop a more comprehensive impedance test fixture for SDS, considering the data from 1B units. (Alex)
* *Manufacturing Data Integration:* Integrate all manufacturing data including ALP, power unit, and cabinet data into the ALC for better genealogy tracking. (Aaron)",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5cf22c51,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:jy,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_684813856_*|*_10000_*:*_1_*:*_181523684_*|*_10001_*:*_1_*:*_0,,,,,Done,20/Sep/24 3:54 PM
troubleshoot current test on bip,CTET-5141,82366,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,10/Sep/24 10:37 AM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3da642cc,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07993:x,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,In Progress,10/Sep/24 10:38 AM
Clean up telemetry data,CTET-5122,82335,Task,In Progress,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,09/Sep/24 3:06 PM,24/Sep/24 12:07 PM,25/Sep/24 1:18 PM,,,0,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c598c8d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077gl:,,,,,,,,,,,,,,,,,,,,,CTET 91124,,,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",In Progress,17/Sep/24 9:21 AM
Kick off 3D prints for ALC/ ALP Fixture,CTET-5121,82332,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,09/Sep/24 1:23 PM,24/Sep/24 6:53 PM,25/Sep/24 1:18 PM,24/Sep/24 6:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39c546bf,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5178,Update ALC/ALP CAD Design,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eoi:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10547_*:*_1_*:*_689218376_*|*_10000_*:*_1_*:*_626534840_*|*_10001_*:*_1_*:*_0,,,82408,Update ALC/ALP CAD Design,Done,24/Sep/24 6:53 PM
Schematics - Design Review of schematics,CTET-5064,82171,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,John Messina,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,05/Sep/24 5:21 AM,24/Sep/24 8:51 AM,25/Sep/24 1:18 PM,24/Sep/24 8:51 AM,,0,,,John Messina,,,712020:4b70a496-efcb-45c7-beb0-0d74b9dbff1e,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33249486,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4710,ELECTRICAL - ALC Functional (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07ffd:,,,,,,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1654182596_*|*_10001_*:*_1_*:*_0,,,81560,ELECTRICAL - ALC Functional (NPI 2),Done,24/Sep/24 8:51 AM
Issue Purchase Order to Selected Vendor,CTET-5025,82132,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:44 PM,20/Sep/24 3:51 PM,25/Sep/24 1:18 PM,20/Sep/24 3:51 PM,,0,"Based on the evaluation and recommendation report, select the most suitable vendor. Issue the purchase order (PO) to the chosen vendor and confirm the delivery schedule. Ensure all contractual terms are clearly defined and agreed upon.",,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ccd76df,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,ALC FCT for NPI 2 - Develop Mechanical Fixture,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:jw,,,,,,,,,,,,,,,,,,,,,CTET 91124,CTET 91824,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,,,,,,10547_*:*_1_*:*_280437926_*|*_3_*:*_1_*:*_7092082_*|*_10000_*:*_1_*:*_1084542199_*|*_10001_*:*_1_*:*_0,,,81561,ALC FCT for NPI 2 - Develop Mechanical Fixture,Done,20/Sep/24 3:51 PM
Kickoff Second BIC/BIP Manual Fixture,CTET-5022,82129,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:27 PM,24/Sep/24 6:53 PM,25/Sep/24 1:18 PM,24/Sep/24 6:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55fe884f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i06ri9:jyr,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_1041175942_*|*_10000_*:*_1_*:*_688394525_*|*_10001_*:*_1_*:*_0,,,,,Done,24/Sep/24 6:53 PM
Kickoff Second ALC/ALP Manual Fixture,CTET-5021,82128,Story,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:26 PM,24/Sep/24 6:53 PM,25/Sep/24 1:18 PM,24/Sep/24 6:53 PM,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e5b7af0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5178,Update ALC/ALP CAD Design,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07eol:,,,,,,,,,,,,,,,,,,,,,CTET 91824,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_1041161712_*|*_10000_*:*_1_*:*_688414842_*|*_10001_*:*_1_*:*_0,,,82408,Update ALC/ALP CAD Design,Done,24/Sep/24 6:53 PM
Submit RFQ for PWRMicro Functional Tester for NPI 1B,CTET-5020,82127,Story,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,04/Sep/24 6:26 PM,24/Sep/24 7:10 PM,25/Sep/24 1:18 PM,,,0,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@269862e1,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07d1t:i,,,,,,,,,,,,,,,,,,,,,CTET 92524,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,In Progress,23/Sep/24 6:02 PM
"Increase reliability of serial number, firwmare version, and mac address parser",CTET-4943,81972,Task,On Hold,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:48 AM,25/Sep/24 9:52 AM,25/Sep/24 1:18 PM,,,0,[https://pkg.go.dev/go.bug.st/serial#Port|https://pkg.go.dev/go.bug.st/serial#Port|smart-link] ,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c7e0309,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:i,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,"03/Sep/24 4:14 PM;712020:b063ae4d-b604-4c62-856d-f0138b203869;First attempt at this failed. The bufio wrapper of the serial port is preventing us from detecting that the serial port is waiting at a prompt. This will be necessary for this robustified code. Either I need to implement my own buffer, extend the bufio module, or switch to a buffered serial port module like this one: [https://pkg.go.dev/go.bug.st/serial#Port|https://pkg.go.dev/go.bug.st/serial#Port|smart-link] ","17/Sep/24 10:34 AM;712020:b063ae4d-b604-4c62-856d-f0138b203869;This should be done, to aid with debugging, but is not necessary. The test works as is without this fix, but the serialize step depends on being run after provision. ",78295,24-Q2-KR1.1: Update Flash Station Firmware,In Progress,03/Sep/24 10:29 AM
support production in reno,CTET-4941,81970,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:47 AM,20/Sep/24 8:58 AM,25/Sep/24 1:18 PM,20/Sep/24 8:58 AM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@24de1e90,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07b3t:,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,3_*:*_1_*:*_253714833_*|*_10000_*:*_1_*:*_1647743581_*|*_10001_*:*_1_*:*_0,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,Done,20/Sep/24 8:58 AM
Validate new firmware on eol tester,CTET-4940,81969,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,29/Aug/24 8:47 AM,20/Sep/24 8:58 AM,25/Sep/24 1:18 PM,20/Sep/24 8:58 AM,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ecde9c6,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2998,24-Q2-KR2.2: SDS Production Code Merged to Main,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07b3l:,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,CTET 91124,CTET 91824,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,10000_*:*_1_*:*_1901467117_*|*_10001_*:*_1_*:*_0,,,78299,24-Q2-KR2.2: SDS Production Code Merged to Main,Done,20/Sep/24 8:58 AM
automate current reading test,CTET-4753,81642,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,22/Aug/24 10:08 AM,25/Sep/24 10:25 AM,25/Sep/24 1:18 PM,,,0,,,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3beecb40,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-5283,BIC/BIP for NPI 1B - Test Optimization and Improvement,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07993:i,,,,,,,,,,,,,,,,,,,,,CTET 82124,CTET 82824,CTET 90424,CTET 91124,CTET 91824,CTET 92524,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,,82521,BIC/BIP for NPI 1B - Test Optimization and Improvement,To Do,22/Aug/24 10:08 AM
