Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Attachment,Attachment,Attachment,Attachment,Custom field (1. Reason for Change),Custom field (2. Parties Impacted),Custom field (3. Work Instructions Affected),Custom field (4. Training Plan Required),Custom field (Acceptance Criteria),Custom field (Acceptance Test(s)),Custom field (Additional Guidance),Custom field (Affected services),Custom field (Approvals),Custom field (Attachment count),Custom field (Begin Date),Custom field (Bug Description (with template)),Custom field (Bugs of Epic count),Custom field (Bugs of Epic in Done status category count),Custom field (Bugs of Epic in In Progress status category count),Custom field (Bugs of Epic in To Do status category count),Custom field (CVSS),Custom field (CWE),Custom field (Category),Custom field (Category - Root Cause),Custom field (Change Type),Custom field (Checklist Completed),Custom field (Checklist Content YAML),Custom field (Checklist Progress),Custom field (Checklist Progress %),Custom field (Checklist Text),Custom field (Checklist Text (view-only)),Custom field (Children of Epic count),Custom field (Children of Epic in Done status category count),Custom field (Children of Epic in In Progress status category count),Custom field (Children of Epic in To Do status category count),Custom field (Cloud Platform),Custom field (Cloud Project),Custom field (Comment count),Custom field (Date Implemented),Custom field (Definition of Done),Custom field (Definition of Done),Custom field (Description (with template)),Custom field (Development),Custom field (DoD),Custom field (Domain),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (External issue ID),Custom field (Goals),Custom field (Inherent impact),Custom field (Inherent probability),Custom field (Inherent risk),Custom field (Issue color),Custom field (Issue link count),Custom field (Link),Custom field (Link to Aha),Custom field (Locked forms),Custom field (Neurio Project),Custom field (Neurio Team),Custom field (Observed Result),Custom field (Open forms),Custom field (PWRfleet Bug Template),Custom field (Parent Link),Custom field (Persona),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Remaining Story Points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Remaining story points),Custom field (Repository URL),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residual impact),Custom field (Residual probability),Custom field (Residual risk),Custom field (Responders),Custom field (Revision),Custom field (Risk updated),Custom field (Risk updated by),Satisfaction rating,Custom field (Satisfaction date),Custom field (Security Vulnerability Type),Custom field (Sentiment),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Steps To Reproduce),Custom field (Stories of Epic count),Custom field (Stories of Epic in Done status category count),Custom field (Stories of Epic in In Progress status category count),Custom field (Stories of Epic in To Do status category count),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Subtask count),Custom field (Subtype),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Triaged),Custom field (Tshirt Size),Custom field (Updated by users count),Custom field (User Story),Custom field (Vulnerability),Custom field (WizID),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Manta eFuse test automation coding,CTET-4993,82100,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,04/Sep/24 4:26 PM,09/Sep/24 9:28 AM,11/Sep/24 9:36 AM,09/Sep/24 9:28 AM,,0,,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@507c3897,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2966,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07brt:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_406925394_*|*_10001_*:*_1_*:*_0,,,,,78150,24-Q2-KR5.1 - Manta PCBA Tester Built & Tested,Done,09/Sep/24 9:28 AM
create new layout for the shop,CTET-4992,82099,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,Adam Marcinkowski,712020:140701ef-2070-4db2-9ccb-33203fbefa7f,04/Sep/24 4:25 PM,10/Sep/24 7:38 AM,11/Sep/24 9:36 AM,10/Sep/24 7:38 AM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@12e3c96,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-483,Lab Buildout,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07brd:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_413513928_*|*_10000_*:*_1_*:*_73260306_*|*_10001_*:*_1_*:*_0,,,,,68003,Lab Buildout,Done,10/Sep/24 7:38 AM
Test Reset via UDS,CTET-4990,82097,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,04/Sep/24 4:17 PM,05/Sep/24 2:17 PM,11/Sep/24 9:36 AM,05/Sep/24 2:17 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1df9219d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077ut:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_79213703_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,05/Sep/24 2:17 PM
Get grid sim CR mode to take current,CTET-4988,82095,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,04/Sep/24 4:15 PM,09/Sep/24 9:51 AM,11/Sep/24 9:36 AM,09/Sep/24 9:51 AM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,09/Sep/24 9:51 AM;712020:b7d2759e-9227-4dae-baf9-74d9295238d5;image-20240909-165006.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51723,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3303c76,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077tb:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_242041353_*|*_10000_*:*_1_*:*_166948980_*|*_10001_*:*_1_*:*_0,"09/Sep/24 9:51 AM;712020:b7d2759e-9227-4dae-baf9-74d9295238d5;The unit (61815) is not compatible with our needs. I’ve asked Scott to add contactors and resistors within the HV panel we could use instead of the Chroma.



!image-20240909-165006.png|width=870,height=886,alt=""image-20240909-165006.png""!",,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,09/Sep/24 9:51 AM
Test new FW for closing rebus FET,CTET-4987,82094,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,Ardalan Abolfazli,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,04/Sep/24 4:13 PM,05/Sep/24 1:16 PM,11/Sep/24 9:36 AM,05/Sep/24 1:16 PM,,0,,,,Ardalan Abolfazli,,,712020:b7d2759e-9227-4dae-baf9-74d9295238d5,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5354feda,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3003,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|i077u6:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_75804911_*|*_10001_*:*_1_*:*_0,,,,,78304,"24-Q2-KR3.3: Inverter EOL coverage updated based on test spec, engineering feedback, and failure Pareto",Done,05/Sep/24 1:16 PM
Unblock voltron 8822 PXIe ,CTET-4986,82093,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Blocker,Done,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,Seun Osiyemi,60957172a56f2f006f65f1e9,04/Sep/24 3:35 PM,05/Sep/24 1:53 PM,11/Sep/24 9:36 AM,05/Sep/24 12:16 PM,,0,,"Slack conversation: [https://neurio.slack.com/archives/C05T1U2BUP5/p1725472214963159|https://neurio.slack.com/archives/C05T1U2BUP5/p1725472214963159|smart-link] 

5.19.0-50-generic Kernel version currently installed on PXI; diwngrading to this version removed the graphics and network driver son the PXI so there is no internet access to download and install NI and other useful packages.  

Proposed solution from Erich and Zeren: Upgrade kernel version to 6.0 [Ubuntu – Details of package linux-image-6.0.0-1021-oem in jammy|https://packages.ubuntu.com/jammy/linux-image-6.0.0-1021-oem]

Useful links:

[PXI Configuration - Core Test Engineering Technology - Confluence (atlassian.net)|https://generacet.atlassian.net/wiki/spaces/CTET/pages/257197523/PXI+Configuration#Downgrade-the-Kernel-version]

[software uninstall - How to easily remove old kernels in Ubuntu 20.04 LTS? - Ask Ubuntu|https://askubuntu.com/questions/1253347/how-to-easily-remove-old-kernels-in-ubuntu-20-04-lts]",,Seun Osiyemi,,,60957172a56f2f006f65f1e9,,,,,,,,,,,,,,05/Sep/24 12:13 PM;ug:1c3446f8-5c04-41e3-a2c2-45a9d5c98ced;image-20240905-191010.png;https://neurio.atlassian.net/rest/api/3/attachment/content/51706,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b9f7085,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,4.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bqp:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_74243060_*|*_10000_*:*_1_*:*_189958_*|*_10001_*:*_1_*:*_0,"05/Sep/24 11:55 AM;60957172a56f2f006f65f1e9;How to create bootable USB disk on Windows: [Installation/FromUSBStick - Community Help Wiki (ubuntu.com)|https://help.ubuntu.com/community/Installation/FromUSBStick]

 [Create a bootable USB stick with Rufus on Windows | Ubuntu|https://ubuntu.com/tutorials/create-a-usb-stick-on-windows#2-requirements]

How to install Ubuntu Desktop from bootable USB disk: [Install Ubuntu desktop | Ubuntu|https://ubuntu.com/tutorials/install-ubuntu-desktop]","05/Sep/24 12:13 PM;60957172a56f2f006f65f1e9;I was unable to update to 6.0.0-1021 version because there were a lot of dependencies that were missing to complete the installation locally, and there was no internet connection, so Erich suggested booting via a live image of Ubuntu 22.04. 

I started this process, but stopped because I got to the installer menu and would have wiped the PXIe. 

*Current Resolution:*
I restarted the 8822 PXIe and during boot up, I pressed F10 to see the boot menu.
I randomly selected the 5.19.0-1030-lowlatency to verify if another Linux image had the graphics and network drivers installed; so that I could update the kernel version on the PXIe to 6.0.0-1021. I observed the graphics and some of the network drivers were installed on this version, but I noticed the WiFi and bluetooth (wireless connectivity) drivers were missing on this one. (This doesn’t block us; we will rely on LAN)

!image-20240905-191010.png|width=519,height=261,alt=""image-20240905-191010.png""!

During the CTET SW sprint, I brought this up and we discussed to remain on this kernel version {color:#ff991f}(5.19.0-1030-lowlatency) {color}until this issue has been understood and addressed.

I then updated the grub to ensure the system always powers up with the 5.19.0-1030-lowlatency image by issuing the following via the terminal:

{noformat}# change the grub configuration
sudo vim /etc/default/grub

# make this change in the file
from: GRUB_DEFAULT=0
to: GRUB_DEFAULT=""Advanced options for Ubuntu>Ubuntu, with Linux 5.19.0-1030-lowlatency""

# update grub
sudo update-grub

# reboot
sudo reboot

# verify Linux image after reboot
uname -r{noformat}","05/Sep/24 12:15 PM;60957172a56f2f006f65f1e9;*Uninstall and re-install NI drivers:*

{noformat}sudo apt purge ni-pxiplatformservices -y
sudo apt autoremove
sudo apt autoclean
sudo apt install ni-pxiplatformservices -y
sudo apt install ni-daqmx -y
sudo dkms autoinstall
sudo reboot{noformat}

After the restart, I verified the modules were visible in the configuration utility app, and I ran test.go which was successful.","05/Sep/24 1:53 PM;60957172a56f2f006f65f1e9;{{sudo apt install linux-modules-extra-5.19.0-50-generic}}  was issued to install those missing drivers and started the system with the 5.19.0-50-generic image. This installed the graphic driver and permitted internet connectivity via LAN. Though, similarly to the -low latency version, the 5.19.0-50-generic does not have any wireless extensions. Per Erich, Zeren has a fix for that; some driver we need to download off GitHub, build, install. ",78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,05/Sep/24 12:16 PM
Help Support QA Team on Voltron,CTET-4983,82086,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,04/Sep/24 12:30 PM,09/Sep/24 11:03 AM,11/Sep/24 9:36 AM,09/Sep/24 11:03 AM,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6c97073f,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792y:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_268100216_*|*_10000_*:*_1_*:*_158665133_*|*_10001_*:*_1_*:*_0,,,,,,,Done,09/Sep/24 11:03 AM
Resolve issue with network access to sqs.us-west-2.amazonaws.com,CTET-4982,82080,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,Erich Beyer,712020:b063ae4d-b604-4c62-856d-f0138b203869,04/Sep/24 11:34 AM,06/Sep/24 9:22 AM,11/Sep/24 9:36 AM,06/Sep/24 9:22 AM,,0,,"* Application: Penguin Provision setup
** Purpose: configure LTE provision of penguin
** outbound
** protocol: tcp
** destination port: 443
** destination address: [sqs.us-west-2.amazonaws.com|http://sqs.us-west-2.amazonaws.com/]

Email sent to fernado",,Erich Beyer,,,712020:b063ae4d-b604-4c62-856d-f0138b203869,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7885163c,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2994,24-Q2-KR1.1: Update Flash Station Firmware,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0798y:hi,,,,,,,,,,,,,,,,,,,,,CTET 82824,CTET 90424,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,2.0,,,,,,3_*:*_1_*:*_164835620_*|*_10000_*:*_1_*:*_33370_*|*_10001_*:*_1_*:*_0,,,,,78295,24-Q2-KR1.1: Update Flash Station Firmware,Done,06/Sep/24 9:22 AM
Voltron PXIe setup support & 5.19 kernel missing driver debugging,CTET-4981,82079,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,04/Sep/24 11:32 AM,06/Sep/24 9:11 AM,11/Sep/24 9:36 AM,06/Sep/24 9:10 AM,,0,,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@47b0d543,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07brh:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,8.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_164283210_*|*_10001_*:*_1_*:*_0,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,Done,06/Sep/24 9:10 AM
BMU current ripple problem follow up,CTET-4980,82078,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,Zeren Zhang,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,04/Sep/24 11:32 AM,10/Sep/24 9:14 AM,11/Sep/24 9:36 AM,,,0,,,,Zeren Zhang,,,712020:c3da1bcd-6a67-4712-81b1-fec30426dd16,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3d8373f4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3004,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",,,,,,,,,,0.0,,,,,,,,,,,,,2|hzzgja:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,78305,"24-Q2-KR4.3: BMU EOL coverage updated based on test spec, engineering feedback, and failure Pareto",To Do,04/Sep/24 11:32 AM
Order Parts for Connecting Oscopes Together and Make CAN Adapters,CTET-4979,82072,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,04/Sep/24 10:52 AM,06/Sep/24 1:11 PM,11/Sep/24 9:36 AM,06/Sep/24 1:11 PM,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ddeaeeb,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c7y:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_16592470_*|*_10000_*:*_1_*:*_164566238_*|*_10001_*:*_1_*:*_0,,,,,,,Done,06/Sep/24 1:11 PM
Write Portable Gen Integration Script,CTET-4978,82064,Task,To Do,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,Tanner Whipps,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,04/Sep/24 7:33 AM,11/Sep/24 8:34 AM,11/Sep/24 9:36 AM,,,0,,,,Tanner Whipps,,,712020:6db8ec7c-44cf-4e10-b192-736802f9538b,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@324ad58a,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-3009,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,,,,,,,,,,0.0,,,,,,,,,,,,,2|i0792v:,,,,,5.0,,,,,,,,,,,,,,,,CTET 90424,CTET 91124,,,,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,78310,24-Q2-KR7.1: Voltron Runs 80% Automated Tests,To Do,04/Sep/24 7:33 AM
Add Mechanical screenshots for BIC procedure.,CTET-4964,82028,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,03/Sep/24 7:06 AM,06/Sep/24 10:18 AM,11/Sep/24 9:36 AM,06/Sep/24 10:18 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@360bac12,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-2969,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07by1:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_143106532_*|*_10000_*:*_1_*:*_127423645_*|*_10001_*:*_2_*:*_186628,,,,,78153,24-Q2-KR5.3 - BIC PCBA Tester Built & Tested,Done,06/Sep/24 10:18 AM
Create ALC Mechanical Project Plan for NPI 2,CTET-4962,82026,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,03/Sep/24 7:05 AM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@570a64e7,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,CTET-4711,Mechanical - ALC FCT (NPI 2),,,,,,,,,,0.0,,,,,,,,,,,,,2|i07c0v:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,3_*:*_1_*:*_340424483_*|*_10000_*:*_1_*:*_270784588_*|*_10001_*:*_1_*:*_0,,,,,81561,Mechanical - ALC FCT (NPI 2),Done,10/Sep/24 8:52 AM
Create BIC Mechanical Project Plan for NPI 2,CTET-4961,82025,Task,Done,CTET,Core Test Engineering Technology ,software,Joe.Wardwell,5e6aa6b89abcc30ce60ca4ef,,,Medium,Done,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,Alex Wong,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,03/Sep/24 7:05 AM,10/Sep/24 8:52 AM,11/Sep/24 9:36 AM,10/Sep/24 8:52 AM,,0,,,,Alex Wong,,,712020:827f28c4-984f-4ab5-942e-d261e249c6a3,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58d0e19d,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,{},,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2|i07bxt:,,,,,,,,,,,,,,,,,,,,,CTET 90424,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,1.0,,,,,,10000_*:*_1_*:*_611228621_*|*_10001_*:*_1_*:*_0,,,,,,,Done,10/Sep/24 8:52 AM
